Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45
2016-10-16,6064,5530,116376,6331,4533,1237506,48439,15239,109417,93088,105002,52797,135560,159431,128916,111804,78732,37676,12145,75433,347110,42630,48175,97137,188659,78186,31133,25654,65273,71398,57747,64867,55321,103705,34113,921,11134,1488,2684,1022,46069,4175,33938,58909,3257
2016-10-17,6552,6363,150416,7449,4706,1375140,53757,16678,148406,109019,97873,51173,118759,139060,104106,100479,62618,27172,15892,73864,327474,32744,58698,98498,209091,62299,24483,52143,81511,61976,48890,39265,54801,92762,36475,939,10114,1379,3251,2516,40952,5465,33916,48767,3004
2016-10-18,10810,6213,155258,6787,4810,1431490,56573,17422,150514,119141,100712,52391,116918,132457,95626,55512,91823,23585,16091,66121,303242,24827,51188,91724,173786,70868,27758,29518,57761,63350,70652,34303,139710,99249,33683,862,8237,1335,3415,2027,41115,4445,33196,35336,2988
2016-10-19,6524,6407,154137,7446,4937,1423461,56875,17237,144793,118982,103952,53389,178552,138996,97490,33875,80573,27083,11555,66347,276769,17658,45101,95328,155949,64496,23976,31063,54378,54254,54705,32111,90351,111722,35110,872,14930,1443,3317,1784,40463,3665,32020,29348,4897
2016-10-20,6040,6592,145679,6394,5064,1401313,55636,16354,135996,119743,103720,53805,114854,134115,92634,31930,98351,24709,10700,69134,288829,18334,58924,82270,143396,60406,23983,27369,56127,69499,48233,33027,61782,83533,34665,797,7616,1198,2919,1675,41769,3306,33473,27053,3875
2016-10-21,6096,5833,133260,6321,5280,1326325,45103,15540,105730,97606,104223,47350,104294,141874,91806,26669,67225,22943,14655,71702,299504,20642,41777,82253,167582,57684,23125,22078,52160,58341,44222,35803,54717,102197,37301,820,7215,1236,2917,1434,47642,4268,35027,31210,3139
2016-10-22,6131,5729,104836,7249,5275,1201962,38619,13686,81504,78648,111515,53195,194745,296073,94239,27163,65018,23984,17085,59721,289807,31686,37904,95475,420642,58829,22895,22384,52064,54436,60054,52180,56638,111477,39175,605,5813,926,2097,614,41668,4825,31448,34761,2969
2016-10-23,5805,6010,112044,6242,5428,1267411,47018,15559,98690,102376,127394,62150,155717,202552,107799,38693,76070,25281,20574,73413,375889,35367,37864,108944,256708,86271,28875,24452,62797,76777,40230,67529,62213,113169,47347,637,5950,1034,2434,710,42448,5119,36590,36375,3119
2016-10-24,6134,6688,152112,8703,5823,1408569,57183,18938,127884,123576,114529,52367,132567,165184,99587,45815,70941,24171,18765,94954,330917,21189,41808,110927,193717,68011,29323,24640,59977,72951,41746,42417,50999,119127,67994,739,7002,1176,3069,1331,41150,3853,34478,27095,3306
2016-10-25,6097,5845,152222,6760,5881,1437806,60447,18324,134185,126321,115856,49226,121982,151854,95539,92158,64718,20842,17310,126463,297001,15832,37164,95739,167520,65325,27411,22346,52930,59399,73778,36057,84271,88753,56313,776,8610,1211,3247,1423,47019,3409,33343,25861,3304
2016-10-26,6521,5888,146774,6675,5725,1408815,60552,20753,130985,141418,116594,47564,111618,150158,90731,26558,58721,25651,15565,89947,305195,18819,35784,93369,210731,65099,23599,22907,51801,79619,48258,32417,58480,87546,57243,814,11528,1464,4395,1348,43435,3264,32607,23753,3399
2016-10-27,5914,5956,146698,6696,5298,1351365,51235,19144,114433,121448,114820,47327,104417,158345,88153,27982,55946,21978,15221,81784,325373,14066,42113,87448,183297,75429,22989,22323,67327,75821,37238,31647,50686,79453,88351,730,7243,1106,2880,1339,40742,3356,33389,24663,3242
2016-10-28,10838,6108,134931,7077,5385,1242932,38900,15531,161495,92604,103381,47123,102853,219858,86196,24867,56202,25453,14710,79752,291512,15045,35579,85976,152080,83300,23996,21871,61762,59456,36212,37450,46860,92965,177609,681,10781,1051,2660,1275,39178,3074,35580,23792,2951
2016-10-29,5717,5609,100910,7030,4241,1148584,34282,13417,72540,85743,108363,59240,111472,289481,89636,24658,66581,20361,20818,88297,268754,18625,30054,89507,146366,98616,23973,26777,70110,65910,44397,40590,54116,101224,169659,645,8027,940,2204,2951,37482,4987,31415,28539,3342
2016-10-30,6099,6084,113354,6658,4557,1190987,47397,24540,84317,121018,123381,50476,123119,302960,97524,29157,91268,22390,19548,84967,320076,26818,32610,97961,171113,147078,24689,23944,60989,61487,36745,40875,59648,174181,279103,699,16302,1142,2409,630,38307,5543,29774,34324,3476
2016-10-31,6351,6084,158603,6926,4700,1303529,46046,16480,101196,120787,123147,62833,118139,292338,91840,28873,71532,22248,15264,72020,306461,17138,33815,102617,145800,186268,22255,25020,145125,58311,27287,57668,51516,109899,297955,711,14913,1081,2775,1231,38885,3635,30902,30082,3348
2016-11-01,5805,5867,143205,6427,4865,1284256,46125,17585,101940,128394,109844,63866,114426,198933,90786,69311,76301,22700,16645,86381,280815,15061,37908,82807,144777,112146,27409,29767,65016,67349,42519,51685,46962,100754,77636,781,9882,1197,3168,1584,46583,3138,31593,30143,3196
2016-11-02,6932,5894,150674,6518,4656,1314805,45907,17870,107968,113994,113789,69527,122666,154851,121153,30915,65264,22997,14544,125813,287902,16923,47459,82924,141456,75957,25516,37626,65408,65959,49795,96204,55726,109274,29699,943,9666,1552,3884,1801,49515,2732,32688,27767,2860
2016-11-03,6640,6236,157158,7137,4801,1391618,51023,18081,116561,117664,116343,70576,116269,218726,97508,27963,64342,21494,12876,73547,302370,16842,41311,78664,139188,63365,26117,25168,59235,72680,44128,115873,115280,99682,25802,822,8549,1386,3338,1651,41488,2986,33799,25966,2812
2016-11-04,6382,6160,144759,6908,4673,1311174,46027,18560,104191,109999,133479,63160,125994,152279,101553,29204,57878,23190,12940,100440,303071,15122,41023,81259,152868,54435,28847,21226,54176,61719,32131,254230,76180,145521,20162,935,12012,1548,3812,1794,41563,2990,38328,26933,2809
2016-11-05,6384,6214,110362,6959,4710,1193864,38351,15663,78127,91305,130691,66816,138227,136912,103482,29040,60353,26447,15350,70229,316791,26352,36577,91910,165188,62285,27724,27281,76284,65156,34894,70233,79077,129548,21835,561,9392,998,1856,541,40731,3616,34394,31548,3221
2016-11-06,6478,6230,113014,7333,4774,1245905,233436,17270,93153,105592,152280,65375,128738,146981,121439,30610,73470,28711,17627,78715,374317,23216,44719,99964,168453,71031,37758,29212,89126,88063,34132,53794,97172,149761,22763,788,10673,1065,2312,758,46688,3703,36592,39192,4012
2016-11-07,6788,6359,154284,8870,5015,1444955,89647,22997,122870,131035,139416,75898,126556,156980,108759,28324,71772,63364,15856,78525,381004,18995,66958,99126,150489,56756,29979,23955,63490,88679,28532,47497,63578,107619,18424,877,11599,1525,3699,1671,47387,3040,41105,33281,3656
2016-11-08,6941,6077,158500,8643,5136,1493074,60475,25799,142642,138892,150524,73929,125551,159936,107114,40583,66745,24701,13371,66926,368291,13428,132354,117116,151501,53846,38804,97766,75185,98750,37776,52580,78895,180808,16705,839,12972,1243,3513,1386,53517,2593,38618,28696,3455
2016-11-09,7751,5804,146385,8777,4415,1546328,63239,23001,131365,206125,415782,84044,124682,159455,114848,47834,79891,21278,11703,59147,433332,10756,214682,166804,176148,80127,241570,41350,55944,149478,34264,37775,60925,730761,15436,710,10059,1133,2766,1257,145417,2956,33808,52059,2915
2016-11-10,7133,6483,151571,8876,4679,1413605,60131,26241,123680,185377,234292,64591,123776,140762,113345,32388,66942,21646,12133,60510,394392,12141,88220,179115,168088,61918,132930,27235,58865,89597,32245,32068,69578,343550,14603,785,9995,1210,2989,1998,80684,2189,32244,33153,2946
2016-11-11,6667,6200,139168,6793,4552,1314388,50611,20168,105670,226315,171514,59298,110041,129868,122737,28316,62846,19758,12723,80623,487139,14018,52095,168913,185696,70456,102034,29532,60823,86131,41189,36154,64568,258180,14182,769,8881,1171,2760,1176,64007,2203,31137,27904,2604
2016-11-12,6682,6144,115399,6732,4407,1223079,41104,16914,78804,119056,153794,64088,113111,162827,132638,30664,66317,22028,14800,78362,542682,18696,38800,128992,202231,79017,66851,80385,67198,89383,46839,38809,68276,199225,14513,472,11306,868,2248,605,61369,3258,30125,52381,2454
2016-11-13,7164,6605,121315,6722,4624,1268162,54655,20993,96370,124595,176257,67558,134977,152264,135720,32402,71967,23649,16695,91464,524760,19887,45443,123492,224947,99574,65082,41052,67880,84176,72599,39173,66369,235313,15019,483,9656,792,1846,530,53441,3539,30034,63400,3212
2016-11-14,7063,6697,162956,7029,4732,1407203,58928,20288,123462,140188,163269,58470,123059,183932,120720,29325,65698,22208,12997,83662,451307,14852,45864,124370,172831,66435,43649,32152,63143,83243,35169,38581,78637,314699,16452,883,11882,1354,3040,1520,51317,2639,31252,50718,3056
2016-11-15,6739,6557,160613,6657,4882,1551782,61909,20064,154382,159259,130251,57320,123922,146022,110770,34740,105484,21888,14008,73583,383090,17508,36905,93056,155525,57437,40462,31002,82777,72674,37459,50757,54761,134728,15668,821,11044,1181,3174,1431,47470,2518,32848,44125,3071
2016-11-16,7635,8756,169914,7723,4989,1425098,60282,20133,140300,217058,122416,56674,129614,151032,115405,29210,69932,23174,12980,75659,352788,13623,33566,89023,199103,58816,41740,44576,65708,67620,37491,41177,50564,123883,22078,887,10929,1259,3130,1478,45578,2503,35308,41496,3419
2016-11-17,8718,7078,160236,9366,4770,1409779,56786,20780,118471,132422,121389,57955,132460,162398,127354,31853,63847,21958,12599,68360,317371,20064,26420,84760,184024,54294,33782,29967,56019,73371,41736,36250,71263,118620,17055,968,10885,1523,3318,1434,42450,2468,33820,36423,3197
2016-11-18,6778,6594,161039,6764,6817,1287251,46669,19771,93024,105657,112339,58328,136832,153857,131567,29399,60424,21184,11897,71371,313999,18655,24705,80720,148488,57909,31359,31711,50388,61145,31250,39944,60720,141675,17346,827,10546,1204,3237,1415,41973,2486,36411,34026,3023
2016-11-19,6953,7384,116241,6186,4822,1185895,35316,15621,69963,82217,117769,68562,135281,160893,147235,29953,59643,24770,15550,72583,346408,24357,24115,88411,156868,62428,30551,26644,56956,70734,36652,35819,61765,145341,18491,674,8788,998,2102,668,42563,3334,31813,37502,3194
2016-11-20,6632,7453,125651,6281,7096,1215287,40879,17451,82633,94236,121937,83685,162021,226519,167645,27233,90420,28472,15743,98104,413953,20006,27288,99728,178923,68337,37054,29876,71256,83091,35318,36115,60164,148726,18773,605,9926,1080,2074,657,46624,3358,30361,41248,4243
2016-11-21,6735,13881,160587,7620,5044,1354001,49577,17817,107190,148222,115333,67308,133725,167498,138843,35845,65562,23832,12641,81221,368290,16062,23512,152769,157942,59744,31357,24142,55376,65803,39003,32531,53831,134568,19508,779,10403,1287,3072,1325,44700,2964,35575,33496,3568
2016-11-22,7085,8729,164561,6574,4720,1384656,55731,39235,118939,112525,112550,58684,136241,165796,130595,33272,66542,22229,17714,69680,320147,13390,19958,82023,152250,55331,30284,38811,57429,60467,41056,36610,51714,121020,14894,884,11741,1289,3240,1366,43320,2495,36137,30930,3413
2016-11-23,7359,10373,152360,6717,5079,1392307,56432,36778,122380,111614,107417,57571,127639,154456,126477,23827,101028,32778,13370,64683,315255,12461,20649,82276,149475,56372,56078,36132,58552,60445,62036,35583,54810,166019,22045,808,11162,1279,3021,1332,42627,2578,38232,29597,3070
2016-11-24,6728,8416,134923,6640,4727,1359818,49817,21221,111790,104227,101369,55392,123044,147290,118703,24566,73887,31061,12594,86780,303228,14033,37071,88332,142031,94111,30503,28310,65724,60054,77406,86863,49906,127270,15024,821,11374,1335,3407,1115,40393,2269,37076,26915,3121
2016-11-25,7788,7080,125815,6849,4708,1278028,37559,14505,231630,84350,98839,58313,122976,141100,112909,22359,65206,24458,11398,71907,337256,15729,41508,118073,164573,56625,29174,35604,55736,55202,31621,45211,45507,124622,14306,739,10356,1165,2808,928,42892,2467,33887,26300,4199
2016-11-26,6829,7237,113886,6947,4342,1270386,61902,15854,84129,72452,149356,71206,132166,156348,134309,22781,63509,30561,14818,70058,400922,18864,76861,136014,171830,56130,36303,30422,291974,65750,28561,41745,51945,150177,19047,576,10042,866,2313,1394,42442,6300,31165,37953,6038
2016-11-27,6753,7835,126201,7261,4642,1286906,43889,16038,109752,89957,156704,73414,137786,166761,139202,41678,79675,28007,14634,92489,401123,19411,79047,149700,185799,190211,43713,32471,170300,66138,34023,40127,61459,157619,19918,603,11124,990,2464,614,46768,4472,31284,34711,6457
2016-11-28,7554,7544,167831,7290,5145,1387782,50219,16385,122713,105547,146049,77820,127170,169516,124918,36408,228168,24105,12908,96130,365857,15065,62137,128921,159287,55373,33736,26536,118307,59549,37957,32560,51543,114111,14054,918,10385,1234,3264,1239,48703,3347,31981,26838,5573
2016-11-29,11526,7079,165983,7119,4989,1398364,52808,15598,122354,111162,149043,73813,128366,164081,122281,33916,119171,21854,12897,80402,298680,19953,74739,102113,154975,54082,32015,30218,91431,58144,41864,30378,185009,132460,12187,1000,11120,1419,3750,1452,46835,2760,32547,26507,4912
2016-11-30,10636,6727,170145,6766,5305,1368175,52020,14636,115604,101435,174162,67726,125360,152110,161062,25957,76733,22899,12010,71996,291721,13149,46495,92500,147123,60590,37905,32438,93621,59242,30388,28341,92489,109111,12195,885,9277,1329,3508,1395,48862,2605,36779,26006,4569
2016-12-01,22282,6230,161813,6353,9071,1313457,49161,14079,114405,100873,172502,64031,127865,151440,168048,22403,64696,22726,11083,66125,283790,12259,38449,82576,149456,58900,33444,27119,82055,59514,27615,27741,62066,115674,13565,913,10458,1329,3624,1416,40944,2327,36777,27455,4490
2016-12-02,15967,6284,147800,6116,8097,1263653,40810,12932,97204,86585,122402,54525,127023,155423,131920,20741,76503,22744,11841,90207,287776,15132,30773,76248,150199,60783,31751,30358,62999,55792,22846,30187,54702,122242,14529,871,9125,1372,3382,1331,36906,2462,36234,28629,6373
2016-12-03,15071,5737,111874,6358,7695,1116382,35569,11705,69051,67208,123007,67664,143963,155514,130146,23119,64050,24303,12242,61422,303105,26674,34757,81423,159504,69136,39207,31000,68410,56126,25879,39226,56207,270492,13327,595,7869,1128,2610,677,38238,2711,29810,40214,6814
2016-12-04,15283,5891,122279,6624,8054,1192109,40809,13807,87434,91377,144419,83295,137332,190630,150383,23390,76440,26839,21011,73277,375675,20808,100094,94578,180695,95493,52826,33195,96449,63457,27992,34746,58835,159346,14907,547,7342,913,2152,575,41262,2832,32383,43607,6640
2016-12-05,15714,6525,155721,7144,8276,1298461,44748,14016,111019,93690,117843,60682,133915,220228,125744,22553,83442,23376,13548,91805,340644,16396,75030,86510,166798,73777,36213,26980,71097,59997,23540,30663,58453,137620,14761,846,9176,1245,3204,1239,38585,2347,34910,35914,5766
2016-12-06,15570,6612,155638,7143,8676,1291917,50328,15247,104724,94295,112865,59545,123799,163016,125773,23683,100595,22939,11517,83696,285543,12748,39042,93014,161820,76104,38237,27650,67870,59264,34017,30526,50702,130744,14481,922,11273,1322,3576,1432,38338,2184,39468,35069,4893
2016-12-07,15022,6141,146882,7977,8241,1247639,43885,15213,94305,88871,117229,57136,124389,139775,120522,22736,91700,29037,11246,67297,299942,12086,32809,81908,152592,62376,34262,29239,64873,59107,37244,45549,77938,135302,14450,862,10008,1427,3546,1447,40699,2423,37389,32528,4632
2016-12-08,14439,6833,145795,8552,7966,1211241,41440,14738,94167,86583,122448,57185,121490,139251,114215,21952,80022,22543,11545,61747,303776,16682,31270,78504,154270,55338,31339,31473,73614,61265,32898,32233,73490,122177,15459,841,10134,1348,3253,1339,40066,2616,40572,30155,4638
2016-12-09,14454,6623,136139,9557,7677,1183250,35453,14411,81497,78365,121866,59608,117646,154983,124538,22890,77396,21050,11567,65663,310473,14102,25663,76091,151770,76957,28812,33005,62538,62003,33470,36348,87186,133624,14294,760,8940,1169,3091,1233,35998,2450,67925,29138,4349
2016-12-10,14024,5797,108026,9654,7393,1094289,30422,12657,61006,66533,142715,79771,120128,161213,123880,33552,63766,23229,11685,59727,362785,16815,26012,87464,160792,57005,31760,38294,64911,55222,53573,38853,58801,157768,15979,707,8087,1323,3501,627,38452,2811,37662,37170,5504
2016-12-11,14293,5904,110265,9107,7232,1124153,32811,14488,68734,76229,134050,78506,132861,175879,133632,30335,99641,28668,16872,66932,651686,18376,23395,89231,177543,73376,40048,31166,77893,62803,44812,42056,53841,203973,15374,978,8092,1373,2936,838,44849,2891,31697,43894,6042
2016-12-12,14622,6443,148174,11180,7790,1211406,37035,14872,86982,80070,121433,68305,119230,212798,118937,27400,87517,25529,13730,167234,394028,19331,26112,91381,216743,74021,39045,32991,67289,60261,25713,36340,49546,136639,15656,826,13069,1296,3477,2008,52264,2302,31181,36559,5223
2016-12-13,14343,6306,148026,9565,7695,1208749,37386,14994,90005,79243,123614,62351,116057,223626,112587,35293,84851,25981,14521,67677,311475,14961,26190,156316,191800,57958,48094,31565,62987,56584,58732,35666,61029,130995,14929,791,8650,1236,3270,1308,51775,2611,33513,36010,4863
2016-12-14,14419,6621,142858,9817,7710,1202590,36742,14916,82993,92589,123113,59498,118795,231745,111844,28945,71046,27065,12614,65204,296777,11483,22955,93986,169962,60556,33713,40828,63570,55000,58024,31467,50409,170494,15935,799,8358,1287,2982,6570,49699,2248,36532,32923,4291
2016-12-15,22649,6432,146306,7725,9666,1178496,32851,21452,78711,86189,127730,55164,119795,252644,118061,28886,83221,30040,13395,63525,270654,13288,19621,91233,162962,58377,31041,27971,57924,55069,40540,28143,54109,188353,13572,794,8359,1221,3412,3254,44942,2603,36991,31172,3815
2016-12-16,25880,6324,124370,10243,10339,1115069,28020,14690,57469,74362,127507,54995,113788,174640,115725,24301,98774,27582,11906,60288,282657,12092,18848,83426,151572,453662,29150,25573,55841,57788,40379,28011,65769,209178,12076,675,9971,948,3096,1162,44080,2814,37433,29293,3580
2016-12-17,23186,5971,96293,7245,9002,1048418,28862,13764,45651,66581,147334,58075,136082,147287,119896,24491,68834,39380,13403,63304,278251,19290,20089,81925,155857,56506,30340,36366,79560,132702,59727,33809,65238,165072,14593,602,11356,1094,2774,586,50891,3139,31719,34846,3866
2016-12-18,22144,5755,108632,6633,9000,1078444,28502,14114,55117,67971,134350,64647,163269,145543,146220,27672,93954,39682,16732,67746,315919,25448,17845,100575,177633,201965,34064,27769,80917,112912,35122,44355,66625,212074,17143,665,11812,1102,2382,639,58451,12976,30304,41971,4075
